Lactococcus data,,,,,
WT,,,Mutant,,
timestamp [s],elapsed time [h],Photometer output [V],timestamp [s],elapsed time [h],Photometer output [V]
3709945779,3.583334444,2.226917,3710368149,3.583332222,1.639914
3709945809,3.591666667,2.226917,3710368179,3.591664722,1.638723
3709945839,3.600000833,2.228703,3710368209,3.599998333,1.640509
3709945869,3.608333889,2.229894,3710368239,3.608333333,1.636342
3709945899,3.616668333,2.227513,3710368269,3.616666111,1.637532
3709945929,3.624998333,2.229299,3710368299,3.624999444,1.639318
3709945959,3.633334444,2.225727,3710368329,3.633331111,1.632174
3709945989,3.6416675,2.228108,3710368359,3.641666111,1.630983
3709946019,3.650000556,2.229894,3710368389,3.649998889,1.632769
3709946049,3.658333611,2.223941,3710368419,3.658332778,1.632769
3709946079,3.6666675,2.227513,3710368449,3.666668333,1.626816
3709946109,3.675001111,2.228703,3710368479,3.675,1.631579
3709946139,3.683334167,2.225131,3710368509,3.683331111,1.628007
3709946169,3.691667778,2.224536,3710368539,3.691665833,1.629793
3709946199,3.700000556,2.226322,3710368569,3.699997778,1.629793
3709946229,3.708334444,2.228108,3710368599,3.708333055,1.63396
3709946259,3.716665556,2.223941,3710368629,3.716666111,1.632174
3709946289,3.725,2.226917,3710368659,3.725001389,1.632174
3709946319,3.733334167,2.226322,3710368689,3.733333055,1.630388
3709946349,3.741667778,2.220369,3710368719,3.741668333,1.632769
3709946379,3.749998611,2.221559,3710368749,3.749999444,1.63396
3709946409,3.758333889,2.220369,3710368779,3.758332778,1.63396
3709946439,3.766666389,2.219773,3710368809,3.766664444,1.634556
3709946469,3.774999167,2.223941,3710368839,3.774998889,1.629793
3709946499,3.783334444,2.222155,3710368869,3.7833325,1.629197
3709946529,3.791667778,2.222155,3710368899,3.791666111,1.63396
3709946559,3.800000833,2.226322,3710368929,3.799999167,1.630983
3709946589,3.808334167,2.22275,3710368959,3.808332778,1.635151
3709946619,3.816665,2.222155,3710368989,3.816664444,1.632769
3709946649,3.824998056,2.222155,3710369019,3.824999722,1.630983
3709946679,3.833331944,2.225131,3710369049,3.833333055,1.631579
3709946709,3.841666667,2.224536,3710369079,3.841670278,1.632174
3709946739,3.850001111,2.223941,3710369109,3.849999167,1.633365
3709946769,3.858331667,2.223345,3710369139,3.858332778,1.630983
3709946799,3.866665278,2.223941,3710369169,3.866665278,1.63396
3709946829,3.875001111,2.225131,3710369199,3.875001944,1.633365
3709946859,3.883331944,2.226917,3710369229,3.883331111,1.63396
3709946889,3.8916675,2.226917,3710369259,3.891666111,1.632174
3709946919,3.900000833,2.225727,3710369289,3.899999722,1.632769
3709946949,3.908331667,2.227513,3710369319,3.908332778,1.630983
3709946979,3.9166675,2.226322,3710369349,3.916666667,1.63396
3709947009,3.925000833,2.229299,3710369379,3.924999444,1.633365
3709947039,3.933334444,2.228703,3710369409,3.933333055,1.635746
3709947069,3.941666667,2.225131,3710369439,3.941666111,1.634556
3709947099,3.950001111,2.226322,3710369469,3.949999444,1.635746
3709947129,3.958333611,2.229894,3710369499,3.958332778,1.630983
3709947159,3.966667778,2.226917,3710369529,3.966666944,1.632769
3709947189,3.975000833,2.227513,3710369559,3.974999444,1.633365
3709947219,3.983334444,2.227513,3710369589,3.983332778,1.631579
3709947249,3.991666667,2.227513,3710369619,3.991666111,1.632174
3709947279,4.000000833,2.226917,3710369649,3.999999444,1.63396
3709947309,4.008334444,2.226322,3710369679,4.008332778,1.632769
3709947339,4.0166675,2.228108,3710369709,4.016666111,1.630983
3709947369,4.025000833,2.228703,3710369739,4.024999444,1.630983
3709947399,4.033333333,2.226322,3710369769,4.033333055,1.633365
3709947429,4.041665833,2.227513,3710369799,4.041666111,1.631579
3709947459,4.050000833,2.227513,3710369829,4.049999722,1.632769
3709947489,4.058334444,2.229299,3710369859,4.058333333,1.631579
3709947519,4.066668056,2.234062,3710369889,4.066666389,1.630983
3709947549,4.075000556,2.226322,3710369919,4.074999722,1.628602
3709947579,4.083334167,2.226917,3710369949,4.083333055,1.628602
3709947609,4.091667222,2.226322,3710369979,4.091666111,1.629197
3709947639,4.099999722,2.226917,3710370009,4.100000556,1.62503
3709947669,4.108333611,2.226917,3710370039,4.108330833,1.626221
3709947699,4.1166675,2.225727,3710370069,4.116666389,1.62503
3709947729,4.125,2.227513,3710370099,4.125003889,1.625625
3709947759,4.133334444,2.223941,3710370129,4.133333055,1.625625
3709947789,4.141665278,2.228108,3710370159,4.141666389,1.626816
3709947819,4.149998333,2.221559,3710370189,4.149999722,1.626221
3709947849,4.158331944,2.226322,3710370219,4.158333055,1.629793
3709947879,4.166666944,2.227513,3710370249,4.166670833,1.629197
3709947909,4.175001389,2.226322,3710370279,4.174999722,1.628602
3709947939,4.183334444,2.228703,3710370309,4.1833325,1.627411
3709947969,4.1916675,2.227513,3710370339,4.191669444,1.626816
3709947999,4.200001111,2.226322,3710370369,4.199999444,1.627411
3709948029,4.208333889,2.229299,3710370399,4.2083325,1.625625
3709948059,4.216667778,2.227513,3710370429,4.216668333,1.629197
3709948089,4.225001111,2.228108,3710370459,4.224999444,1.630388
3709948119,4.233334167,2.226322,3710370489,4.2333325,1.630388
3709948149,4.2416675,2.227513,3710370519,4.241668333,1.628007
3709948179,4.250000833,2.225727,3710370549,4.249999444,1.627411
3709948209,4.258333889,2.226322,3710370579,4.258331111,1.629197
3709948239,4.266667222,2.224536,3710370609,4.266666111,1.629793
3709948269,4.275000833,2.226917,3710370639,4.275000278,1.629793
3709948299,4.283331944,2.225727,3710370669,4.283331944,1.628602
3709948329,4.2916675,2.226322,3710370699,4.291666111,1.633365
3709948359,4.300014722,2.225131,3710370729,4.299999444,1.628007
3709948389,4.308334444,2.225131,3710370759,4.308332778,1.631579
3709948419,4.316666944,2.226917,3710370789,4.316666389,1.630983
3709948449,4.324999722,2.226917,3710370819,4.324999167,1.634556
3709948479,4.333334167,2.223941,3710370849,4.333333333,1.630983
3709948509,4.341665833,2.228703,3710370879,4.341666111,1.630388
3709948539,4.350000833,2.226322,3710370909,4.349999167,1.632769
3709948569,4.358333889,2.224536,3710370939,4.358332222,1.627411
3709948599,4.366665833,2.223941,3710370969,4.366668889,1.629793
3709948629,4.375000833,2.223941,3710370999,4.374999444,1.629197
3709948659,4.383334167,2.224536,3710371029,4.383332222,1.628602
3709948689,4.391666944,2.225131,3710371059,4.391664444,1.627411
3709948719,4.399998889,2.223941,3710371089,4.399999444,1.626221
3709948749,4.408333889,2.224536,3710371119,4.408333611,1.628007
3709948779,4.416666667,2.22275,3710371149,4.416665556,1.626221
3709948809,4.425000833,2.225131,3710371179,4.424999444,1.632769
3709948839,4.433334167,2.224536,3710371209,4.433332778,1.628602
3709948869,4.441664722,2.22275,3710371239,4.441666111,1.632174
3709948899,4.450001111,2.221559,3710371269,4.449997778,1.628602
3709948929,4.458334167,2.224536,3710371299,4.458332778,1.628602
3709948959,4.466666389,2.226917,3710371329,4.466669167,1.626221
3709948989,4.475000278,2.225131,3710371359,4.474999722,1.625625
3709949019,4.483334167,2.223941,3710371389,4.483332778,1.628602
3709949049,4.4916675,2.226322,3710371419,4.491666111,1.627411
3709949079,4.500001111,2.223941,3710371449,4.499999722,1.632174
3709949109,4.508334444,2.225727,3710371479,4.508332778,1.629197
3709949139,4.516665,2.220369,3710371509,4.516666111,1.630388
3709949169,4.525001389,2.225131,3710371539,4.524999722,1.629793
3709949199,4.533333889,2.22275,3710371569,4.533331389,1.632174
3709949229,4.541665,2.222155,3710371599,4.541666389,1.626816
3709949259,4.550000833,2.222155,3710371629,4.549999444,1.627411
3709949289,4.558333889,2.220964,3710371659,4.558333055,1.624435
3709949319,4.566665278,2.221559,3710371689,4.566666111,1.626816
3709949349,4.575001111,2.219773,3710371719,4.574998056,1.627411
3709949379,4.583334444,2.220369,3710371749,4.583332778,1.626221
3709949409,4.591667222,2.219773,3710371779,4.591666111,1.626221
3709949439,4.600000833,2.220369,3710371809,4.599999444,1.62503
3709949469,4.608332778,2.21382,3710371839,4.608333055,1.627411
3709949499,4.616668611,2.219773,3710371869,4.616666111,1.627411
3709949529,4.625000833,2.221559,3710371899,4.624999722,1.62503
3709949559,4.633331944,2.216797,3710371929,4.633332778,1.629793
3709949589,4.641667778,2.220964,3710371959,4.641666111,1.627411
3709949619,4.650000556,2.218583,3710371989,4.649999167,1.62503
3709949649,4.658334167,2.218583,3710372019,4.658333333,1.623244
3709949679,4.666667778,2.216797,3710372049,4.666666111,1.624435
3709949709,4.675000278,2.216201,3710372079,4.674999722,1.626221
3709949739,4.683334444,2.218583,3710372109,4.683332778,1.626816
3709949769,4.691665278,2.219773,3710372139,4.691666111,1.62503
3709949799,4.700000833,2.216797,3710372169,4.699999444,1.629197
3709949829,4.708334167,2.217392,3710372199,4.708333333,1.626816
3709949859,4.716665,2.220964,3710372229,4.716665833,1.626221
3709949889,4.725000833,2.217987,3710372259,4.724999722,1.622053
3709949919,4.733334167,2.219178,3710372289,4.733332778,1.62503
3709949949,4.741667778,2.216201,3710372319,4.741664444,1.628007
3709949979,4.750000833,2.217987,3710372349,4.749999444,1.625625
3709950009,4.758334444,2.220369,3710372379,4.758332778,1.626816
3709950039,4.7666675,2.219773,3710372409,4.766664722,1.627411
3709950069,4.775001111,2.222155,3710372439,4.774999444,1.623839
3709950099,4.783335,2.221559,3710372469,4.783331111,1.626816
3709950129,4.7916675,2.225131,3710372499,4.791664444,1.626221
3709950159,4.800000833,2.228108,3710372529,4.800003611,1.624435
3709950189,4.808334444,2.221559,3710372559,4.808330833,1.622649
3709950219,4.816666667,2.22275,3710372589,4.816665556,1.628007
3709950249,4.825001111,2.22275,3710372619,4.825,1.62503
3709950279,4.833333889,2.223941,3710372649,4.833333055,1.625625
3709950309,4.841664444,2.223941,3710372679,4.841666111,1.626816
3709950339,4.850001111,2.220964,3710372709,4.849999722,1.624435
3709950369,4.858333889,2.223941,3710372739,4.858333055,1.628007
3709950399,4.866665278,2.221559,3710372769,4.866666389,1.626221
3709950429,4.874998333,2.22275,3710372799,4.874997778,1.626816
3709950459,4.883332222,2.219773,3710372829,4.883333055,1.624435
3709950489,4.891666389,2.220964,3710372859,4.891665556,1.625625
3709950519,4.900000833,2.222155,3710372889,4.900001111,1.627411
3709950549,4.908333611,2.221559,3710372919,4.908333055,1.627411
3709950579,4.916665556,2.222155,3710372949,4.916666111,1.623839
3709950609,4.925000833,2.222155,3710372979,4.924999722,1.623244
3709950639,4.933334444,2.220369,3710373009,4.9333325,1.622053
3709950669,4.9416675,2.222155,3710373039,4.941665833,1.624435
3709950699,4.950000556,2.220964,3710373069,4.949999444,1.62503
3709950729,4.958334167,2.22275,3710373099,4.958331111,1.623839
3709950759,4.966681111,2.221559,3710373129,4.966666667,1.623839
3709950789,4.975000833,2.219773,3710373159,4.974997778,1.622053
3709950819,4.983333889,2.221559,3710373189,4.983335,1.627411
3709950849,4.9916675,2.220369,3710373219,4.991666111,1.619672
3709950879,5.000001111,2.223345,3710373249,4.999999444,1.620267
3709950909,5.008334444,2.219178,3710373279,5.008332778,1.621458
3709950939,5.0166675,2.217987,3710373309,5.016666389,1.623839
3709950969,5.025001389,2.220369,3710373339,5.024999444,1.626221
3709950999,5.033331944,2.220369,3710373369,5.033333055,1.623839
3709951029,5.041668056,2.219773,3710373399,5.041666111,1.62503
3709951059,5.050001111,2.219178,3710373429,5.049997778,1.622649
3709951089,5.058333333,2.216797,3710373459,5.058332778,1.624435
3709951119,5.0666675,2.217987,3710373489,5.066665278,1.628007
3709951149,5.075001389,2.218583,3710373519,5.074998889,1.621458
3709951179,5.083331944,2.219178,3710373549,5.083333055,1.622649
3709951209,5.091667778,2.220964,3710373579,5.091666111,1.620863
3709951239,5.100000833,2.219178,3710373609,5.099998056,1.621458
3709951269,5.108333333,2.219773,3710373639,5.108333055,1.622053
3709951299,5.116668056,2.220369,3710373669,5.116665833,1.62503
3709951329,5.125001111,2.220369,3710373699,5.125002778,1.620863
3709951359,5.133334444,2.223345,3710373729,5.133331944,1.619672
3709951389,5.141667778,2.220964,3710373759,5.141665278,1.623839
3709951419,5.150001389,2.221559,3710373789,5.149999444,1.623839
3709951449,5.158333889,2.222155,3710373819,5.158332778,1.623244
3709951479,5.166667222,2.222155,3710373849,5.166665833,1.624435
3709951509,5.175000556,2.218583,3710373879,5.174999167,1.622053
3709951539,5.183334444,2.220964,3710373909,5.183333055,1.620267
3709951569,5.191667778,2.220964,3710373939,5.191666111,1.622053
3709951599,5.199998333,2.219773,3710373969,5.199998056,1.622053
3709951629,5.208334167,2.220369,3710373999,5.208332778,1.625625
3709951659,5.216667222,2.221559,3710374029,5.216666389,1.621458
3709951689,5.225000833,2.220369,3710374059,5.224999722,1.624435
3709951719,5.233334444,2.223345,3710374089,5.233333055,1.623244
3709951749,5.241666944,2.220369,3710374119,5.241666111,1.622649
3709951779,5.250000833,2.222155,3710374149,5.249999444,1.627411
3709951809,5.258334167,2.22275,3710374179,5.2583325,1.62503
3709951839,5.266667778,2.221559,3710374209,5.266666111,1.624435
3709951869,5.275000278,2.220369,3710374239,5.274999722,1.626221
3709951899,5.283334444,2.219773,3710374269,5.283333055,1.625625
3709951929,5.291667222,2.22275,3710374299,5.291666389,1.622053
3709951959,5.300001389,2.225131,3710374329,5.299999444,1.622649
3709951989,5.308334722,2.220964,3710374359,5.308333055,1.623839
3709952019,5.316667778,2.219773,3710374389,5.316666389,1.623244
3709952049,5.325001111,2.22275,3710374419,5.324998611,1.627411
3709952079,5.333331667,2.222155,3710374449,5.333332778,1.624435
3709952109,5.3416675,2.22275,3710374479,5.341666389,1.620863
3709952139,5.349998611,2.219773,3710374509,5.349999722,1.625625
3709952169,5.358334167,2.22275,3710374539,5.358333055,1.626221
3709952199,5.366665,2.221559,3710374569,5.366666389,1.626221
3709952229,5.375000833,2.225727,3710374599,5.374999722,1.623839
3709952259,5.383333889,2.220964,3710374629,5.3833325,1.624435
3709952289,5.391668056,2.219178,3710374659,5.391664444,1.622649
3709952319,5.399998333,2.223345,3710374689,5.399999722,1.623244
3709952349,5.408333056,2.220964,3710374719,5.408333055,1.621458
3709952379,5.4166675,2.222155,3710374749,5.416666389,1.622649
3709952409,5.425001111,2.224536,3710374779,5.424999167,1.622649
3709952439,5.433334167,2.22275,3710374809,5.433331111,1.622053
3709952469,5.4416675,2.220964,3710374839,5.441665556,1.618481
3709952499,5.450000833,2.220964,3710374869,5.449999444,1.623839
3709952529,5.458334444,2.220964,3710374899,5.458335833,1.622649
3709952559,5.466667778,2.219178,3710374929,5.466666111,1.622053
3709952589,5.475001389,2.221559,3710374959,5.474999722,1.620863
3709952619,5.483334167,2.222155,3710374989,5.483331389,1.622053
3709952649,5.491666389,2.220369,3710375019,5.491666111,1.619672
3709952679,5.500001111,2.222155,3710375049,5.499997778,1.622649
3709952709,5.508334167,2.223345,3710375079,5.5083325,1.622053
3709952739,5.516667222,2.221559,3710375109,5.516666389,1.622053
3709952769,5.525001389,2.22275,3710375139,5.524999722,1.622649
3709952799,5.533333611,2.221559,3710375169,5.533331111,1.623244
3709952829,5.541666944,2.219773,3710375199,5.541666111,1.622649
3709952859,5.550001389,2.220369,3710375229,5.549999167,1.626221
3709952889,5.558334444,2.223345,3710375259,5.558333055,1.621458
3709952919,5.5666675,2.217987,3710375289,5.566666111,1.622649
3709952949,5.575000556,2.219178,3710375319,5.574999444,1.622053
3709952979,5.583333889,2.215606,3710375349,5.583333055,1.622649
3709953009,5.591667778,2.217987,3710375379,5.591666111,1.619672
3709953039,5.600001111,2.216201,3710375409,5.599999167,1.622053
3709953069,5.608331667,2.216797,3710375439,5.608332778,1.617291
3709953099,5.6166675,2.218583,3710375469,5.616665278,1.621458
3709953129,5.625000556,2.217392,3710375499,5.624999444,1.619077
3709953159,5.633331667,2.216201,3710375529,5.6333325,1.623244
3709953189,5.641680556,2.218583,3710375559,5.641666111,1.622053
3709953219,5.650000556,2.217392,3710375589,5.65,1.621458
3709953249,5.658334444,2.216201,3710375619,5.658332222,1.620267
3709953279,5.666665,2.217987,3710375649,5.666666111,1.620863
3709953309,5.675000833,2.218583,3710375679,5.674999722,1.623244
3709953339,5.683334444,2.219178,3710375709,5.683332778,1.623839
3709953369,5.691667778,2.22275,3710375739,5.691666111,1.620863
3709953399,5.700000833,2.219178,3710375769,5.699999167,1.619077
3709953429,5.708331944,2.215606,3710375799,5.708333055,1.620267
3709953459,5.7166675,2.216201,3710375829,5.716666389,1.618481
3709953489,5.725001111,2.216201,3710375859,5.725001389,1.619672
3709953519,5.733334167,2.214415,3710375889,5.733333055,1.621458
3709953549,5.741667778,2.212629,3710375919,5.741666111,1.620267
3709953579,5.750001389,2.216797,3710375949,5.749999167,1.618481
3709953609,5.758334167,2.21382,3710375979,5.758333055,1.619077
3709953639,5.766668889,2.216201,3710376009,5.766666389,1.616695
3709953669,5.775000833,2.215011,3710376039,5.774998889,1.620863
3709953699,5.783331667,2.214415,3710376069,5.7833325,1.623839
3709953729,5.791667778,2.21382,3710376099,5.791666111,1.622053
3709953759,5.800000833,2.21382,3710376129,5.799998889,1.620267
3709953789,5.808334167,2.216797,3710376159,5.8083325,1.622053
